4,Airport ID,Name,City,Country,ICAO,Latitude,Longitude,Altitude,Timezone,DST,TZ,Type,Source
GKA,1,Goroka Airport,Goroka,Papua New Guinea,AYGA,-6.0816898345900015,145.391998291,5282,10.0,U,Pacific/Port_Moresby,airport,OurAirports
MAG,2,Madang Airport,Madang,Papua New Guinea,AYMD,-5.20707988739,145.789001465,20,10.0,U,Pacific/Port_Moresby,airport,OurAirports
HGU,3,Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,AYMH,-5.826789855957031,144.29600524902344,5388,10.0,U,Pacific/Port_Moresby,airport,OurAirports
LAE,4,Nadzab Airport,Nadzab,Papua New Guinea,AYNZ,-6.569803,146.725977,239,10.0,U,Pacific/Port_Moresby,airport,OurAirports
POM,5,Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,AYPY,-9.443380355834961,147.22000122070312,146,10.0,U,Pacific/Port_Moresby,airport,OurAirports
WWK,6,Wewak International Airport,Wewak,Papua New Guinea,AYWK,-3.5838301181800003,143.66900634799998,19,10.0,U,Pacific/Port_Moresby,airport,OurAirports
UAK,7,Narsarsuaq Airport,Narssarssuaq,Greenland,BGBW,61.1604995728,-45.4259986877,112,-3.0,E,America/Godthab,airport,OurAirports
GOH,8,Godthaab / Nuuk Airport,Godthaab,Greenland,BGGH,64.19090271,-51.678100585900005,283,-3.0,E,America/Godthab,airport,OurAirports
SFJ,9,Kangerlussuaq Airport,Sondrestrom,Greenland,BGSF,67.0122218992,-50.7116031647,165,-3.0,E,America/Godthab,airport,OurAirports
THU,10,Thule Air Base,Thule,Greenland,BGTL,76.5311965942,-68.70320129390001,251,-4.0,E,America/Thule,airport,OurAirports
AEY,11,Akureyri Airport,Akureyri,Iceland,BIAR,65.66000366210939,-18.07270050048828,6,0.0,N,Atlantic/Reykjavik,airport,OurAirports
EGS,12,Egilsstaðir Airport,Egilsstadir,Iceland,BIEG,65.28330230712889,-14.401399612426758,76,0.0,N,Atlantic/Reykjavik,airport,OurAirports
IFJ,15,Ísafjörður Airport,Isafjordur,Iceland,BIIS,66.05809783935547,-23.13529968261719,8,0.0,N,Atlantic/Reykjavik,airport,OurAirports
KEF,16,Keflavik International Airport,Keflavik,Iceland,BIKF,63.985000610352,-22.605600357055998,171,0.0,N,Atlantic/Reykjavik,airport,OurAirports
RKV,18,Reykjavik Airport,Reykjavik,Iceland,BIRK,64.1299972534,-21.9405994415,48,0.0,N,Atlantic/Reykjavik,airport,OurAirports
YAM,21,Sault Ste Marie Airport,Sault Sainte Marie,Canada,CYAM,46.48500061035156,-84.5093994140625,630,-5.0,A,America/Toronto,airport,OurAirports
YAY,24,St. Anthony Airport,St. Anthony,Canada,CYAY,51.391899108900006,-56.083099365200006,108,-3.5,A,America/St_Johns,airport,OurAirports
YBC,27,Baie Comeau Airport,Baie Comeau,Canada,CYBC,49.13249969482422,-68.20439910888672,71,-5.0,A,America/Toronto,airport,OurAirports
YBG,28,CFB Bagotville,Bagotville,Canada,CYBG,48.33060073852539,-70.99639892578125,522,-5.0,A,America/Toronto,airport,OurAirports
YBK,29,Baker Lake Airport,Baker Lake,Canada,CYBK,64.29889678960001,-96.077796936,59,-6.0,A,America/Winnipeg,airport,OurAirports
YBL,30,Campbell River Airport,Campbell River,Canada,CYBL,49.95080184936523,-125.27100372314452,346,-8.0,A,America/Vancouver,airport,OurAirports
YBR,31,Brandon Municipal Airport,Brandon,Canada,CYBR,49.91,-99.951897,1343,-6.0,A,America/Winnipeg,airport,OurAirports
YCB,32,Cambridge Bay Airport,Cambridge Bay,Canada,CYCB,69.1081008911,-105.13800048799999,90,-7.0,A,America/Edmonton,airport,OurAirports
YCD,33,Nanaimo Airport,Nanaimo,Canada,CYCD,49.054970224899996,-123.869862556,92,-8.0,A,America/Vancouver,airport,OurAirports
YCG,34,Castlegar/West Kootenay Regional Airport,Castlegar,Canada,CYCG,49.296398162799996,-117.63200378399999,1624,-8.0,A,America/Vancouver,airport,OurAirports
YCL,36,Charlo Airport,Charlo,Canada,CYCL,47.990798999999996,-66.330299,132,-4.0,A,America/Halifax,airport,OurAirports
YCO,37,Kugluktuk Airport,Coppermine,Canada,CYCO,67.81670379639999,-115.14399719200001,74,-7.0,A,America/Edmonton,airport,OurAirports
YCY,40,Clyde River Airport,Clyde River,Canada,CYCY,70.4860992432,-68.5167007446,87,-5.0,A,America/Toronto,airport,OurAirports
YZS,41,Coral Harbour Airport,Coral Harbour,Canada,CYZS,64.1932983398,-83.3593978882,210,-5.0,A,America/Coral_Harbour,airport,OurAirports
YDF,45,Deer Lake Airport,Deer Lake,Canada,CYDF,49.21080017089844,-57.39139938354492,72,-3.5,A,America/St_Johns,airport,OurAirports
YDQ,48,Dawson Creek Airport,Dawson Creek,Canada,CYDQ,55.7422981262207,-120.18299865722656,2148,-7.0,A,America/Dawson_Creek,airport,OurAirports
YEG,49,Edmonton International Airport,Edmonton,Canada,CYEG,53.309700012200004,-113.580001831,2373,-7.0,A,America/Edmonton,airport,OurAirports
YEK,50,Arviat Airport,Eskimo Point,Canada,CYEK,61.0942001343,-94.0708007812,32,-6.0,A,America/Winnipeg,airport,OurAirports
YEV,54,Inuvik Mike Zubko Airport,Inuvik,Canada,CYEV,68.30419921880001,-133.483001709,224,-7.0,A,America/Edmonton,airport,OurAirports
YFB,55,Iqaluit Airport,Iqaluit,Canada,CYFB,63.756401061999995,-68.5558013916,110,-5.0,A,America/Toronto,airport,OurAirports
YFC,56,Fredericton Airport,Fredericton,Canada,CYFC,45.86890029907226,-66.53720092773439,68,-4.0,A,America/Halifax,airport,OurAirports
YFO,58,Flin Flon Airport,Flin Flon,Canada,CYFO,54.6781005859375,-101.68199920654295,997,-6.0,A,America/Winnipeg,airport,OurAirports
YFS,60,Fort Simpson Airport,Fort Simpson,Canada,CYFS,61.76020050048828,-121.23699951171876,555,-7.0,A,America/Edmonton,airport,OurAirports
YGK,61,Kingston Norman Rogers Airport,Kingston,Canada,CYGK,44.22529983520508,-76.5969009399414,305,-5.0,A,America/Toronto,airport,OurAirports
YGL,62,La Grande Rivière Airport,La Grande Riviere,Canada,CYGL,53.62530136108398,-77.7042007446289,639,-5.0,A,America/Toronto,airport,OurAirports
YGP,63,Gaspé (Michel-Pouliot) Airport,Gaspe,Canada,CYGP,48.775299072299994,-64.4785995483,112,-5.0,A,America/Toronto,airport,OurAirports
YGR,65,Îles-de-la-Madeleine Airport,Iles De La Madeleine,Canada,CYGR,47.42470169067383,-61.778099060058594,35,-5.0,A,America/Toronto,airport,OurAirports
YHD,67,Dryden Regional Airport,Dryden,Canada,CYHD,49.83169937133789,-92.74420166015624,1354,-6.0,A,America/Winnipeg,airport,OurAirports
YHI,68,Ulukhaktok Holman Airport,Holman Island,Canada,CYHI,70.76280212402344,-117.80599975585938,117,-7.0,A,America/Edmonton,airport,OurAirports
YHK,69,Gjoa Haven Airport,Gjoa Haven,Canada,CYHK,68.635597229,-95.8497009277,152,-7.0,A,America/Edmonton,airport,OurAirports
YHM,70,John C. Munro Hamilton International Airport,Hamilton,Canada,CYHM,43.173599243199995,-79.93499755859999,780,-5.0,A,America/Toronto,airport,OurAirports
YHU,71,Montréal / Saint-Hubert Airport,Montreal,Canada,CYHU,45.5175018311,-73.4169006348,90,-5.0,A,America/Toronto,airport,OurAirports
YHY,72,Hay River / Merlyn Carter Airport,Hay River,Canada,CYHY,60.8396987915,-115.782997131,541,-7.0,A,America/Edmonton,airport,OurAirports
YHZ,73,Halifax / Stanfield International Airport,Halifax,Canada,CYHZ,44.880798339799995,-63.508598327600005,477,-4.0,A,America/Halifax,airport,OurAirports
YIO,75,Pond Inlet Airport,Pond Inlet,Canada,CYIO,72.6832962036,-77.9666976929,181,-5.0,A,America/Toronto,airport,OurAirports
YJT,77,Stephenville Airport,Stephenville,Canada,CYJT,48.5442008972168,-58.54999923706055,84,-3.5,A,America/St_Johns,airport,OurAirports
YKA,78,Kamloops Airport,Kamloops,Canada,CYKA,50.702201843299996,-120.444000244,1133,-8.0,A,America/Vancouver,airport,OurAirports
YKF,79,Waterloo Airport,Waterloo,Canada,CYKF,43.4608001709,-80.3786010742,1055,-5.0,A,America/Toronto,airport,OurAirports
YKL,80,Schefferville Airport,Schefferville,Canada,CYKL,54.80530166625977,-66.8052978515625,1709,-5.0,A,America/Toronto,airport,OurAirports
YLL,85,Lloydminster Airport,Lloydminster,Canada,CYLL,53.30920028686523,-110.072998046875,2193,-7.0,A,America/Edmonton,airport,OurAirports
YLW,87,Kelowna International Airport,Kelowna,Canada,CYLW,49.9561004639,-119.377998352,1421,-8.0,A,America/Vancouver,airport,OurAirports
YMM,90,Fort McMurray Airport,Fort Mcmurray,Canada,CYMM,56.653301238999994,-111.22200012200001,1211,-7.0,A,America/Edmonton,airport,OurAirports
YMO,91,Moosonee Airport,Moosonee,Canada,CYMO,51.291099548339844,-80.60780334472656,30,-5.0,A,America/Toronto,airport,OurAirports
YNA,94,Natashquan Airport,Natashquan,Canada,CYNA,50.18999862670898,-61.78919982910156,39,-5.0,A,America/Toronto,airport,OurAirports
YOJ,99,High Level Airport,High Level,Canada,CYOJ,58.62139892578125,-117.16500091552734,1110,-7.0,A,America/Edmonton,airport,OurAirports
YOW,100,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,CYOW,45.3224983215332,-75.66919708251953,374,-5.0,A,America/Toronto,airport,OurAirports
YPL,105,Pickle Lake Airport,Pickle Lake,Canada,CYPL,51.4463996887207,-90.21420288085938,1267,-5.0,A,America/Coral_Harbour,airport,OurAirports
YPN,106,Port Menier Airport,Port Menier,Canada,CYPN,49.83639907836914,-64.28859710693361,167,-5.0,A,America/Toronto,airport,OurAirports
YPR,108,Prince Rupert Airport,Prince Pupert,Canada,CYPR,54.2860984802,-130.445007324,116,-8.0,A,America/Vancouver,airport,OurAirports
YPY,109,Fort Chipewyan Airport,Fort Chipewyan,Canada,CYPY,58.7672004699707,-111.11699676513672,761,-7.0,A,America/Edmonton,airport,OurAirports
YQB,111,Quebec Jean Lesage International Airport,Quebec,Canada,CYQB,46.7911,-71.393303,244,-5.0,A,America/Toronto,airport,OurAirports
YQF,112,Red Deer Regional Airport,Red Deer Industrial,Canada,CYQF,52.18220138549805,-113.8939971923828,2968,-7.0,A,America/Edmonton,airport,OurAirports
YQG,113,Windsor Airport,Windsor,Canada,CYQG,42.27560043334961,-82.95559692382812,622,-5.0,A,America/Toronto,airport,OurAirports
YQK,115,Kenora Airport,Kenora,Canada,CYQK,49.78829956054688,-94.36309814453124,1332,-6.0,A,America/Winnipeg,airport,OurAirports
YQL,116,Lethbridge County Airport,Lethbridge,Canada,CYQL,49.6302986145,-112.80000305200001,3048,-7.0,A,America/Edmonton,airport,OurAirports
YQM,117,Greater Moncton International Airport,Moncton,Canada,CYQM,46.11220169067383,-64.67859649658203,232,-4.0,A,America/Halifax,airport,OurAirports
YQQ,119,Comox Airport,Comox,Canada,CYQQ,49.71080017089844,-124.88700103759766,84,-8.0,A,America/Vancouver,airport,OurAirports
YQR,120,Regina International Airport,Regina,Canada,CYQR,50.43190002441406,-104.66600036621094,1894,-6.0,N,America/Regina,airport,OurAirports
YQT,121,Thunder Bay Airport,Thunder Bay,Canada,CYQT,48.37189865112305,-89.32389831542969,653,-5.0,A,America/Toronto,airport,OurAirports
YQU,122,Grande Prairie Airport,Grande Prairie,Canada,CYQU,55.1796989441,-118.885002136,2195,-7.0,A,America/Edmonton,airport,OurAirports
YQX,125,Gander International Airport,Gander,Canada,CYQX,48.9369010925293,-54.56809997558594,496,-3.5,A,America/St_Johns,airport,OurAirports
YQY,126,Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,CYQY,46.1613998413,-60.047798156700004,203,-4.0,A,America/Halifax,airport,OurAirports
YQZ,127,Quesnel Airport,Quesnel,Canada,CYQZ,53.026100158691406,-122.51000213623048,1789,-8.0,A,America/Vancouver,airport,OurAirports
YRB,128,Resolute Bay Airport,Resolute,Canada,CYRB,74.71690368649999,-94.9693984985,215,-6.0,A,America/Winnipeg,airport,OurAirports
YRT,132,Rankin Inlet Airport,Rankin Inlet,Canada,CYRT,62.811401367200006,-92.1157989502,94,-6.0,A,America/Winnipeg,airport,OurAirports
YSB,133,Sudbury Airport,Sudbury,Canada,CYSB,46.625,-80.79889678955078,1141,-5.0,A,America/Toronto,airport,OurAirports
YSJ,135,Saint John Airport,St. John,Canada,CYSJ,45.31610107421875,-65.89029693603516,357,-4.0,A,America/Halifax,airport,OurAirports
YSM,136,Fort Smith Airport,Fort Smith,Canada,CYSM,60.020301818847656,-111.96199798583984,671,-7.0,A,America/Edmonton,airport,OurAirports
YSY,139,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,CYSY,71.9938964844,-125.24299621600001,282,-7.0,A,America/Edmonton,airport,OurAirports
YTE,140,Cape Dorset Airport,Cape Dorset,Canada,CYTE,64.2300033569,-76.5267028809,164,-5.0,A,America/Toronto,airport,OurAirports
YTH,141,Thompson Airport,Thompson,Canada,CYTH,55.80110168457031,-97.86419677734376,729,-6.0,A,America/Winnipeg,airport,OurAirports
YTS,143,Timmins/Victor M. Power,Timmins,Canada,CYTS,48.569698333699996,-81.376701355,967,-5.0,A,America/Toronto,airport,OurAirports
YTZ,144,Billy Bishop Toronto City Centre Airport,Toronto,Canada,CYTZ,43.627499,-79.396202,252,-5.0,A,America/Toronto,airport,OurAirports
YUB,145,Tuktoyaktuk Airport,Tuktoyaktuk,Canada,CYUB,69.43329620361328,-133.0260009765625,15,-7.0,A,America/Edmonton,airport,OurAirports
YUL,146,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,CYUL,45.4706001282,-73.7407989502,118,-5.0,A,America/Toronto,airport,OurAirports
YUT,147,Repulse Bay Airport,Repulse Bay,Canada,CYUT,66.5214004517,-86.22470092770003,80,-6.0,A,America/Winnipeg,airport,OurAirports
YUX,148,Hall Beach Airport,Hall Beach,Canada,CYUX,68.77610015869999,-81.2425,30,-5.0,A,America/Toronto,airport,OurAirports
YUY,149,Rouyn Noranda Airport,Rouyn,Canada,CYUY,48.20610046386719,-78.83560180664062,988,-5.0,A,America/Toronto,airport,OurAirports
YVM,152,Qikiqtarjuaq Airport,Broughton Island,Canada,CYVM,67.5457992554,-64.03140258789999,21,-5.0,A,America/Toronto,airport,OurAirports
YVO,153,Val-d'Or Airport,Val D'or,Canada,CYVO,48.0532989502,-77.7827987671,1107,-5.0,A,America/Toronto,airport,OurAirports
YVP,154,Kuujjuaq Airport,Quujjuaq,Canada,CYVP,58.09609985351562,-68.42690277099611,129,-5.0,A,America/Toronto,airport,OurAirports
YVQ,155,Norman Wells Airport,Norman Wells,Canada,CYVQ,65.28160095214844,-126.7979965209961,238,-7.0,A,America/Edmonton,airport,OurAirports
YVR,156,Vancouver International Airport,Vancouver,Canada,CYVR,49.193901061999995,-123.183998108,14,-8.0,A,America/Vancouver,airport,OurAirports
YWG,160,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,CYWG,49.909999847399995,-97.2398986816,783,-6.0,A,America/Winnipeg,airport,OurAirports
YWK,161,Wabush Airport,Wabush,Canada,CYWK,52.92190170288086,-66.86440277099611,1808,-4.0,A,America/Halifax,airport,OurAirports
YWL,162,Williams Lake Airport,Williams Lake,Canada,CYWL,52.1831016541,-122.054000854,3085,-8.0,A,America/Vancouver,airport,OurAirports
YXC,164,Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,CYXC,49.610801696777,-115.78199768066001,3082,-7.0,A,America/Edmonton,airport,OurAirports
YXE,166,Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,CYXE,52.170799255371094,-106.6999969482422,1653,-6.0,N,America/Regina,airport,OurAirports
YXH,167,Medicine Hat Airport,Medicine Hat,Canada,CYXH,50.01890182495117,-110.72100067138672,2352,-7.0,A,America/Edmonton,airport,OurAirports
YXJ,168,Fort St John Airport,Fort Saint John,Canada,CYXJ,56.23809814453125,-120.73999786376952,2280,-7.0,A,America/Dawson_Creek,airport,OurAirports
YXL,169,Sioux Lookout Airport,Sioux Lookout,Canada,CYXL,50.11389923095703,-91.9052963256836,1258,-6.0,A,America/Winnipeg,airport,OurAirports
YXP,170,Pangnirtung Airport,Pangnirtung,Canada,CYXP,66.1449966431,-65.71360015869999,75,-5.0,A,America/Toronto,airport,OurAirports
YXS,172,Prince George Airport,Prince George,Canada,CYXS,53.8894004822,-122.679000854,2267,-8.0,A,America/Vancouver,airport,OurAirports
YXT,173,Northwest Regional Airport Terrace-Kitimat,Terrace,Canada,CYXT,54.468498,-128.576009,713,-8.0,A,America/Vancouver,airport,OurAirports
YXU,174,London Airport,London,Canada,CYXU,43.035599,-81.1539,912,-5.0,A,America/Toronto,airport,OurAirports
YXX,175,Abbotsford Airport,Abbotsford,Canada,CYXX,49.02529907226562,-122.36100006103516,195,-8.0,A,America/Vancouver,airport,OurAirports
YXY,176,Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada,CYXY,60.709598541300004,-135.067001343,2317,-8.0,A,America/Vancouver,airport,OurAirports
YYB,177,North Bay Airport,North Bay,Canada,CYYB,46.36360168457031,-79.42279815673828,1215,-5.0,A,America/Toronto,airport,OurAirports
YYC,178,Calgary International Airport,Calgary,Canada,CYYC,51.113899231000005,-114.019996643,3557,-7.0,A,America/Edmonton,airport,OurAirports
YYD,179,Smithers Airport,Smithers,Canada,CYYD,54.82469940185547,-127.18299865722656,1712,-8.0,A,America/Vancouver,airport,OurAirports
YYE,180,Fort Nelson Airport,Fort Nelson,Canada,CYYE,58.8363990784,-122.59700012200001,1253,-8.0,A,America/Vancouver,airport,OurAirports
YYF,181,Penticton Airport,Penticton,Canada,CYYF,49.46310043334961,-119.60199737548828,1129,-8.0,A,America/Vancouver,airport,OurAirports
YYG,182,Charlottetown Airport,Charlottetown,Canada,CYYG,46.290000915527344,-63.12110137939453,160,-4.0,A,America/Halifax,airport,OurAirports
YYH,183,Taloyoak Airport,Spence Bay,Canada,CYYH,69.5466995239,-93.57669830319999,92,-7.0,A,America/Edmonton,airport,OurAirports
YYJ,184,Victoria International Airport,Victoria,Canada,CYYJ,48.646900177,-123.426002502,63,-8.0,A,America/Vancouver,airport,OurAirports
YYQ,187,Churchill Airport,Churchill,Canada,CYYQ,58.73920059204102,-94.06500244140624,94,-6.0,A,America/Winnipeg,airport,OurAirports
YYR,188,Goose Bay Airport,Goose Bay,Canada,CYYR,53.3191986084,-60.425800323500006,160,-4.0,A,America/Halifax,airport,OurAirports
YYT,189,St. John's International Airport,St. John's,Canada,CYYT,47.618598938000005,-52.751899719200004,461,-3.5,A,America/St_Johns,airport,OurAirports
YYU,190,Kapuskasing Airport,Kapuskasing,Canada,CYYU,49.41389846801758,-82.46749877929688,743,-5.0,A,America/Toronto,airport,OurAirports
YYY,192,Mont Joli Airport,Mont Joli,Canada,CYYY,48.60860061645508,-68.20809936523439,172,-5.0,A,America/Toronto,airport,OurAirports
YYZ,193,Lester B. Pearson International Airport,Toronto,Canada,CYYZ,43.6772003174,-79.63059997559999,569,-5.0,A,America/Toronto,airport,OurAirports
YZF,196,Yellowknife Airport,Yellowknife,Canada,CYZF,62.46279907226562,-114.44000244140624,675,-7.0,A,America/Edmonton,airport,OurAirports
YZP,198,Sandspit Airport,Sandspit,Canada,CYZP,53.25429916379999,-131.813995361,21,-8.0,A,America/Vancouver,airport,OurAirports
YZR,199,Chris Hadfield Airport,Sarnia,Canada,CYZR,42.9994010925293,-82.30889892578125,594,-5.0,A,America/Toronto,airport,OurAirports
YZT,200,Port Hardy Airport,Port Hardy,Canada,CYZT,50.68059921264648,-127.36699676513672,71,-8.0,A,America/Vancouver,airport,OurAirports
YZV,202,Sept-Îles Airport,Sept-iles,Canada,CYZV,50.22330093383789,-66.26560211181639,180,-5.0,A,America/Toronto,airport,OurAirports
ZFM,206,Fort Mcpherson Airport,Fort Mcpherson,Canada,CZFM,67.40750122070311,-134.86099243164062,116,-7.0,A,America/Edmonton,airport,OurAirports
BJA,209,Soummam Airport,Bejaja,Algeria,DAAE,36.712001800500005,5.0699200630200005,20,1.0,N,Africa/Algiers,airport,OurAirports
ALG,210,Houari Boumediene Airport,Algier,Algeria,DAAG,36.691001892089844,3.215409994125366,82,1.0,N,Africa/Algiers,airport,OurAirports
DJG,211,Djanet Inedbirene Airport,Djanet,Algeria,DAAJ,24.292800903299998,9.45244026184,3176,1.0,N,Africa/Algiers,airport,OurAirports
TMR,216,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Algeria,DAAT,22.8115005493,5.45107984543,4518,1.0,N,Africa/Algiers,airport,OurAirports
AAE,220,Annaba Airport,Annaba,Algeria,DABB,36.82220077514648,7.8091697692871085,16,1.0,N,Africa/Algiers,airport,OurAirports
CZL,221,Mohamed Boudiaf International Airport,Constantine,Algeria,DABC,36.2760009765625,6.620389938354492,2265,1.0,N,Africa/Algiers,airport,OurAirports
TEE,222,Cheikh Larbi Tébessi Airport,Tebessa,Algeria,DABS,35.4315986633,8.120719909670001,2661,1.0,N,Africa/Algiers,airport,OurAirports
HRM,224,Hassi R'Mel Airport,Tilrempt,Algeria,DAFH,32.93040084838867,3.311539888381958,2540,1.0,N,Africa/Algiers,airport,OurAirports
TID,225,Bou Chekif Airport,Tiaret,Algeria,DAOB,35.3410987854,1.4631500244100002,3245,1.0,N,Africa/Algiers,airport,OurAirports
TLM,230,Zenata – Messali El Hadj Airport,Tlemcen,Algeria,DAON,35.0167007446,-1.4500000476800001,814,1.0,N,Africa/Algiers,airport,OurAirports
ORN,231,Es Senia Airport,Oran,Algeria,DAOO,35.6239013672,-0.6211829781529999,295,1.0,N,Africa/Algiers,airport,OurAirports
MUW,233,Ghriss Airport,Ghriss,Algeria,DAOV,35.207698822021484,0.14714199304580688,1686,1.0,N,Africa/Algiers,airport,OurAirports
AZR,234,Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,DAUA,27.83760070800781,-0.1864140033721924,919,1.0,N,Africa/Algiers,airport,OurAirports
BSK,235,Biskra Airport,Biskra,Algeria,DAUB,34.793300628699996,5.73823022842,289,1.0,N,Africa/Algiers,airport,OurAirports
ELG,236,El Golea Airport,El Golea,Algeria,DAUE,30.5713005065918,2.8595900535583496,1306,1.0,N,Africa/Algiers,airport,OurAirports
GHA,237,Noumérat - Moufdi Zakaria Airport,Ghardaia,Algeria,DAUG,32.38410186767578,3.7941100597381587,1512,1.0,N,Africa/Algiers,airport,OurAirports
HME,238,Oued Irara Airport,Hassi Messaoud,Algeria,DAUH,31.673000335700003,6.140439987180001,463,1.0,N,Africa/Algiers,airport,OurAirports
INZ,239,In Salah Airport,In Salah,Algeria,DAUI,27.2509994507,2.51202011108,896,1.0,N,Africa/Algiers,airport,OurAirports
TGR,240,Touggourt Sidi Madhi Airport,Touggourt,Algeria,DAUK,33.067798614501946,6.088669776916504,279,1.0,N,Africa/Algiers,airport,OurAirports
OGX,243,Ain el Beida Airport,Ouargla,Algeria,DAUU,31.917200088500977,5.412779808044434,492,1.0,N,Africa/Algiers,airport,OurAirports
IAM,244,In Aménas Airport,Zarzaitine,Algeria,DAUZ,28.0515003204,9.64291000366,1847,1.0,N,Africa/Algiers,airport,OurAirports
COO,245,Cadjehoun Airport,Cotonou,Benin,DBBB,6.357230186462402,2.384350061416626,19,1.0,N,Africa/Porto-Novo,airport,OurAirports
OUA,246,Ouagadougou Airport,Ouagadougou,Burkina Faso,DFFD,12.35319995880127,-1.5124200582504272,1037,0.0,N,Africa/Ouagadougou,airport,OurAirports
BOY,247,Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,DFOO,11.160099983215332,-4.33096981048584,1511,0.0,N,Africa/Ouagadougou,airport,OurAirports
ACC,248,Kotoka International Airport,Accra,Ghana,DGAA,5.605189800262451,-0.16678600013256073,205,0.0,N,Africa/Accra,airport,OurAirports
TML,249,Tamale Airport,Tamale,Ghana,DGLE,9.55718994140625,-0.8632140159606934,553,0.0,N,Africa/Accra,airport,OurAirports
NYI,251,Sunyani Airport,Sunyani,Ghana,DGSN,7.361830234527588,-2.3287599086761475,1014,0.0,N,Africa/Accra,airport,OurAirports
TKD,252,Takoradi Airport,Takoradi,Ghana,DGTK,4.896059989929199,-1.7747600078582764,21,0.0,N,Africa/Accra,airport,OurAirports
ABJ,253,Port Bouet Airport,Abidjan,Cote d'Ivoire,DIAP,5.261390209197998,-3.9262900352478023,21,0.0,N,Africa/Abidjan,airport,OurAirports
ABV,260,Nnamdi Azikiwe International Airport,Abuja,Nigeria,DNAA,9.006790161132812,7.263169765472412,1123,1.0,N,Africa/Lagos,airport,OurAirports
BNI,262,Benin Airport,Benin,Nigeria,DNBE,6.3169798851013175,5.599500179290772,258,1.0,N,Africa/Lagos,airport,OurAirports
CBQ,263,Margaret Ekpo International Airport,Calabar,Nigeria,DNCA,4.976019859313965,8.347200393676758,210,1.0,N,Africa/Lagos,airport,OurAirports
ENU,264,Akanu Ibiam International Airport,Enugu,Nigeria,DNEN,6.4742698669433585,7.561960220336914,466,1.0,N,Africa/Lagos,airport,OurAirports
IBA,266,Ibadan Airport,Ibadan,Nigeria,DNIB,7.362460136413574,3.97832989692688,725,1.0,N,Africa/Lagos,airport,OurAirports
ILR,267,Ilorin International Airport,Ilorin,Nigeria,DNIL,8.440210342407228,4.493919849395752,1126,1.0,N,Africa/Lagos,airport,OurAirports
JOS,268,Yakubu Gowon Airport,Jos,Nigeria,DNJO,9.639829635620117,8.869050025939941,4232,1.0,N,Africa/Lagos,airport,OurAirports
KAD,269,Kaduna Airport,Kaduna,Nigeria,DNKA,10.696000099182127,7.320109844207764,2073,1.0,N,Africa/Lagos,airport,OurAirports
KAN,270,Mallam Aminu International Airport,Kano,Nigeria,DNKN,12.047599792480467,8.524620056152344,1562,1.0,N,Africa/Lagos,airport,OurAirports
LOS,273,Murtala Muhammed International Airport,Lagos,Nigeria,DNMM,6.5773701667785645,3.321160078048706,135,1.0,N,Africa/Lagos,airport,OurAirports
PHC,275,Port Harcourt International Airport,Port Hartcourt,Nigeria,DNPO,5.0154900550842285,6.94959020614624,87,1.0,N,Africa/Lagos,airport,OurAirports
SKO,276,Sadiq Abubakar III International Airport,Sokoto,Nigeria,DNSO,12.916299819946287,5.207190036773682,1010,1.0,N,Africa/Lagos,airport,OurAirports
YOL,277,Yola Airport,Yola,Nigeria,DNYO,9.257550239562988,12.430399894714355,599,1.0,N,Africa/Lagos,airport,OurAirports
NIM,280,Diori Hamani International Airport,Niamey,Niger,DRRN,13.481499671936035,2.1836099624633794,732,1.0,N,Africa/Niamey,airport,OurAirports
MIR,286,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,DTMB,35.75809860229492,10.75469970703125,9,1.0,E,Africa/Tunis,airport,OurAirports
TUN,287,Tunis Carthage International Airport,Tunis,Tunisia,DTTA,36.85100173950195,10.22719955444336,22,1.0,E,Africa/Tunis,airport,OurAirports
GAF,290,Gafsa Ksar International Airport,Gafsa,Tunisia,DTTF,34.42200088500977,8.822500228881836,1060,1.0,E,Africa/Tunis,airport,OurAirports
GAE,291,Gabès Matmata International Airport,Gabes,Tunisia,DTTG,33.87689971923828,10.103300094604492,26,1.0,E,Africa/Tunis,airport,OurAirports
DJE,293,Djerba Zarzis International Airport,Djerba,Tunisia,DTTJ,33.875,10.775500297546387,19,1.0,E,Africa/Tunis,airport,OurAirports
SFA,295,Sfax Thyna International Airport,Sfax,Tunisia,DTTX,34.71799850463867,10.690999984741213,85,1.0,E,Africa/Tunis,airport,OurAirports
TOE,296,Tozeur Nefta International Airport,Tozeur,Tunisia,DTTZ,33.939701080322266,8.110560417175293,287,1.0,E,Africa/Tunis,airport,OurAirports
